"year","sim_id","policy_id","time","N_1_1_1_1","N_1_1_1_2","N_1_1_2_1","N_1_1_2_2","N_1_1_3_1","N_1_1_3_2","N_1_1_4_1","N_1_1_4_2","N_1_2_1_1","N_1_2_1_2","N_1_2_2_1","N_1_2_2_2","N_1_2_3_1","N_1_2_3_2","N_1_2_4_1","N_1_2_4_2","N_2_1_1_1","N_2_1_1_2","N_2_1_2_1","N_2_1_2_2","N_2_1_3_1","N_2_1_3_2","N_2_1_4_1","N_2_1_4_2","N_2_2_1_1","N_2_2_1_2","N_2_2_2_1","N_2_2_2_2","N_2_2_3_1","N_2_2_3_2","N_2_2_4_1","N_2_2_4_2","N_3_1_1_1","N_3_1_1_2","N_3_1_2_1","N_3_1_2_2","N_3_1_3_1","N_3_1_3_2","N_3_1_4_1","N_3_1_4_2","N_3_2_1_1","N_3_2_1_2","N_3_2_2_1","N_3_2_2_2","N_3_2_3_1","N_3_2_3_2","N_3_2_4_1","N_3_2_4_2","N_4_1_1_1","N_4_1_1_2","N_4_1_2_1","N_4_1_2_2","N_4_1_3_1","N_4_1_3_2","N_4_1_4_1","N_4_1_4_2","N_4_2_1_1","N_4_2_1_2","N_4_2_2_1","N_4_2_2_2","N_4_2_3_1","N_4_2_3_2","N_4_2_4_1","N_4_2_4_2","N_5_1_1_1","N_5_1_1_2","N_5_1_2_1","N_5_1_2_2","N_5_1_3_1","N_5_1_3_2","N_5_1_4_1","N_5_1_4_2","N_5_2_1_1","N_5_2_1_2","N_5_2_2_1","N_5_2_2_2","N_5_2_3_1","N_5_2_3_2","N_5_2_4_1","N_5_2_4_2","N_6_1_1_1","N_6_1_1_2","N_6_1_2_1","N_6_1_2_2","N_6_1_3_1","N_6_1_3_2","N_6_1_4_1","N_6_1_4_2","N_6_2_1_1","N_6_2_1_2","N_6_2_2_1","N_6_2_2_2","N_6_2_3_1","N_6_2_3_2","N_6_2_4_1","N_6_2_4_2","N_7_1_1_1","N_7_1_1_2","N_7_1_2_1","N_7_1_2_2","N_7_1_3_1","N_7_1_3_2","N_7_1_4_1","N_7_1_4_2","N_7_2_1_1","N_7_2_1_2","N_7_2_2_1","N_7_2_2_2","N_7_2_3_1","N_7_2_3_2","N_7_2_4_1","N_7_2_4_2","N_8_1_1_1","N_8_1_1_2","N_8_1_2_1","N_8_1_2_2","N_8_1_3_1","N_8_1_3_2","N_8_1_4_1","N_8_1_4_2","N_8_2_1_1","N_8_2_1_2","N_8_2_2_1","N_8_2_2_2","N_8_2_3_1","N_8_2_3_2","N_8_2_4_1","N_8_2_4_2","TB_mort_HIV_neg_male","TB_mort_HIV_neg_female","TB_mort_HIV_pos_male","TB_mort_HIV_pos_female","HIV_mort_TB_neg_male","HIV_mort_TB_neg_female","TB_incidence_HIV_neg_male","TB_incidence_HIV_neg_female","TB_incidence_HIV_pos_male","TB_incidence_HIV_pos_female"
1990,1433,1,0,9932.31652812942,10609.752551337,330.424367077358,639.535705395942,76.5331650306039,128.224246673337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203.42098891028,2441.96523235109,55.7619032671105,114.624541131392,10.3077902889646,18.4234077369054,0,0,84.6589580370504,93.8242093426704,2.14246149624411,4.40405817431106,0.396041786803414,0.707856787399277,0,0,30685.3381547185,34251.6792607785,947.571157816047,1976.06851577536,210.645513193905,381.572254399477,0,0,1178.73920070184,1316.01421874352,36.3999159855213,75.9242845798448,8.09172039907004,14.6607274762117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.978368664699,228.849660994471,20.9645619163195,45.4388480416182,8.47692646131654,15.8025095673885,0,0,7.49104349268344,8.79278735269078,0.805450667589348,1.74583675381295,0.325678275028671,0.607159063004147,0,0,631.266824699883,748.581936265222,43.6288043043543,98.6342595455045,17.8072570853623,35.1574832430271,0,0,24.2528546436851,28.76195654045,1.67619475355019,3.78970454133033,0.684143751863309,1.35081185337111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1433,1,0.0833333333333333,9914.09369831408,10577.9487765712,325.569453590733,627.553589379317,74.1633826350621,124.032378832438,0,0,0,0,0,0,0,0,0,0,0,0,17.4600249461679,36.2087727338559,4.09321852772735,7.348579523494,0,0,0,0,0,0,0,0,0,0,2205.58910873175,2441.4683057977,55.3252224575418,113.104406373379,10.0218036259566,17.8732038512959,0,0,84.7422606677818,93.8051166298192,2.24477565081544,4.60777118966277,0.407122170345336,0.728935152371638,0,0,30635.4443480289,34155.9359694941,933.586394667939,1936.29953019189,204.067784811931,368.707987999277,0,0,1176.82373686473,1312.33553475818,37.9519264398729,79.0629873680031,8.30967903319682,15.0797338389113,0,0,0,0,52.9371358236545,118.113390284878,11.7854107111896,22.849190133116,0,0,0,0,0,0,0,0,0,0,194.946231816485,228.539019896599,21.6940257161499,47.0329682200649,8.74973149692768,16.3477784798818,0,0,7.48981085961141,8.78085186767824,0.830881777606375,1.80122116968223,0.334938932512421,0.625720622945629,0,0,629.55827833484,745.650156907999,45.1022977975437,101.970954914859,18.3398125538257,36.2925463591828,0,0,24.1872191584228,28.6493088410741,1.73273270592016,3.91774103260013,0.704569893946187,1.39435563568969,0,0,0,0,4.52843585144559,10.121665137623,1.01898810113192,1.97710811539443,0,0,0,0,0,0,0,0,0,0,1.93098489277349,1.29837021262037,0.473779528401725,0.554035277526142,12.9492385342625,14.2670755974032,12.1914593623438,13.5244569335686,3.70506987070518,7.39465969727015
1990,1433,1,0.166666666666667,9896.02353656108,10546.4345693378,323.586538313575,621.639197447706,72.5468615890913,121.168335531085,0,0,0,0,0,0,0,0,0,0,0,0,31.8131317552026,65.9780779212615,7.53650838137716,13.5337487909108,0,0,0,0,0,0,0,0,0,0,2208.02966681925,2441.27411979044,54.9756051063531,111.821350853081,9.77778569891526,17.4005873419532,0,0,84.8360308123692,93.7976556928841,2.33943681135122,4.79606671238062,0.417884398105002,0.749221072877703,0,0,30585.809921456,34060.7034249703,920.544239327589,1899.15084906753,197.859782194166,356.492677543897,0,0,1174.91823163268,1308.67647491855,39.4738649975282,82.1503114624356,8.53912933790838,15.517793784407,0,0,0,0,96.0326672460466,214.08793110182,21.5777887029029,41.8106307325453,0,0,0,0,0,0,0,0,0,0,194.924131096075,228.241099283621,22.5759263609927,48.9608301494594,9.08462671198075,17.0146847288605,0,0,7.48896382002548,8.76940512554673,0.857821388722642,1.85955135743754,0.34445157779639,0.644761465675639,0,0,627.83294121501,742.704463927512,46.5881327892668,105.343352525007,18.8923585165538,37.4696717045048,0,0,24.1209385824852,28.5361266149705,1.7893471417138,4.04624634120681,0.725572050596737,1.43913792979769,0,0,0,0,16.8470699684696,37.6960662772903,3.86965621270617,7.51102992121373,0,0,0,0,0,0,0,0,0,0,3.86170078699089,2.59501267503923,0.964923064792764,1.12904945145383,26.3293071020465,29.0205051942307,24.3885416689829,27.0391105230097,7.73989238158096,15.4752573441745
1990,1433,1,0.25,9878.06904543754,10515.1696659451,323.813715740486,620.414535135906,71.555560041186,119.404316843862,0,0,0,0,0,0,0,0,0,0,0,0,43.7149147870442,90.6692982978331,10.4504426934161,18.7732606048624,0,0,0,0,0,0,0,0,0,0,2210.8404210417,2441.48955259495,54.7288319700892,110.803918278087,9.57693124235547,17.0082945211432,0,0,84.9440244844675,93.8059329657469,2.42817201194902,4.97257123773944,0.428575137071752,0.769218543906394,0,0,30536.3825098789,33965.9220987789,908.376461050604,1864.43481796959,192.002968587482,344.899613877042,0,0,1173.02067358913,1305.03475202405,40.9659397262925,85.1862841984317,8.77944278851628,15.9741203496352,0,0,0,0,131.03233126026,291.805829081206,29.6676673865414,57.4454694612581,0,0,0,0,0,0,0,0,0,0,194.91275983279,227.956614101296,23.5726170764295,51.1421353706902,9.47085129709976,17.7823659053226,0,0,7.48852901292265,8.75847459562921,0.885883834829277,1.9200872109929,0.35420641037012,0.664248310824494,0,0,626.08216713073,739.734722836478,48.0957899965215,108.772184855527,19.4685961920139,38.6963741627121,0,0,24.053680733817,28.4220204748281,1.84610419981563,4.1753313272378,0.747136067263931,1.48513613803188,0,0,0,0,35.3148910371164,79.0991414963355,8.2723201690524,16.06345065896,0,0,0,0,0,0,0,0,0,0,5.79225023546018,3.89000145580456,1.47636072159557,1.72855859292633,40.1420503013605,44.2616679399323,36.5926695013623,40.5455570803389,12.0747468281748,24.1777647079709
1990,1433,1,0.333333333333333,9860.201899028,10484.1232127803,325.732651937184,622.799577123952,71.0831341770145,118.552023446022,0,0,0,0,0,0,0,0,0,0,0,0,53.6797601649993,111.350751569582,12.9344653889804,23.2462093342158,0,0,0,0,0,0,0,0,0,0,2214.08908727052,2442.18789797593,54.5934569110332,110.065786085522,9.41939249685876,16.6970152140201,0,0,85.0688434361458,93.8327645120566,2.51236894043675,5.14019910015086,0.439391882558525,0.789335299886233,0,0,30487.128197829,33871.5532244615,897.020820533995,1831.97949079625,186.479742735425,333.902981442644,0,0,1171.12976005659,1301.4088765875,42.4284264938066,88.1710842833186,9.03001998451002,16.4479629273669,0,0,0,0,159.378823607501,354.487220245229,36.3082090879201,70.2430174038405,0,0,0,0,0,0,0,0,0,0,194.913082036173,227.686578515722,24.6546021527731,53.5136968523234,9.89965075738218,18.633830197891,0,0,7.48854347730332,8.74809924378019,0.914772099239441,1.98226255295787,0.364203508364106,0.684172027916178,0,0,624.299742394251,736.733713462891,49.6317822347897,112.271913950713,20.0714152916388,39.9786099595517,0,0,23.9852068861706,28.3067130070184,1.9030431984566,4.30505756168108,0.769249886413374,1.5323299348113,0,0,0,0,58.5877463046126,131.352721157604,13.9836980980748,27.1664806976298,0,0,0,0,0,0,0,0,0,0,7.72274411314655,5.18341560476967,2.01038756249434,2.35532585202586,54.3893282656481,59.9921307634538,48.8056168964846,54.045775292045,16.685834101567,33.4508301768091
1990,1433,1,0.416666666666667,9842.40051367576,10453.2716613224,328.937563906786,627.947973771575,71.0414143368931,118.456032322798,0,0,0,0,0,0,0,0,0,0,0,0,62.1113187643878,128.860865420176,15.0703343447294,27.099515604273,0,0,0,0,0,0,0,0,0,0,2217.82036678319,2443.41679011688,54.5728210202675,109.610002516431,9.30456514903047,16.4659525991598,0,0,85.2122051619701,93.8799805133181,2.59314293263336,5.30129259734952,0.450492039387619,0.809900365822988,0,0,30438.0270606599,33777.5737382915,886.420284015134,1801.6267412614,181.273354939804,323.477776284451,0,0,1169.24472580947,1297.79796244984,43.861654884814,91.1050122485257,9.29028819471528,16.938603168438,0,0,0,0,182.263891518854,404.801672803264,41.7191929648016,80.6285973480609,0,0,0,0,0,0,0,0,0,0,194.926211689872,227.432172011823,25.7988503532274,56.0259576890343,10.3639359966787,19.555304971755,0,0,7.48905001443499,8.73832438766678,0.944259166781323,2.04564838391498,0.374450034870059,0.704541444041165,0,0,622.48136763847,733.696501562301,51.2003295424312,115.85212401277,20.7030353328243,41.3210472341115,0,0,23.9153518602437,28.1900146276903,1.96018344254616,4.43545018520896,0.791903595750761,1.58070197522303,0,0,0,0,85.5664848956406,192.013730498128,20.7929766201188,40.4148287240547,0,0,0,0,0,0,0,0,0,0,9.65330367167688,6.47534045347124,2.56879571062378,3.011516649742,69.0729601655673,76.2135745653486,61.0293965289152,67.5420002657087,21.5541422279054,43.2533792722253
1990,1433,1,0.5,9824.64852155916,10422.5971054612,333.110918473896,635.196668942584,71.3573951530509,118.988201267222,0,0,0,0,0,0,0,0,0,0,0,0,69.3263909019897,143.857709601504,16.92506662511,30.4534116089194,0,0,0,0,0,0,0,0,0,0,2222.0614732507,2445.20442489656,54.6665600811538,109.432148462373,9.23130784902038,16.3132518978332,0,0,85.3751552546991,93.9486643002841,2.67138981094846,5.45773250652914,0.462000218179502,0.831178161461435,0,0,30389.0696679596,33683.9723193271,876.522387300658,1773.23071353507,176.367840495735,313.59975137485,0,0,1167.36520875179,1294.20157463175,45.2659966411191,93.9884661821649,9.55969928057334,17.445351586263,0,0,0,0,200.671508643497,444.961016072137,46.090762763512,88.9708175291037,0,0,0,0,0,0,0,0,0,0,194.953324491478,227.194641591783,26.9874480339549,58.6401992789497,10.8579937613543,20.5356847454482,0,0,7.49009379674459,8.72919793907687,0.974173160556636,2.10992357346339,0.38495803815476,0.725378408464371,0,0,620.624244371489,730.619938651991,52.8038911358643,119.518624226033,21.3651241831209,42.7272927750684,0,0,23.8440081394349,28.0718043654109,2.01752951181079,4.56650786990241,0.815089390704831,1.63023832265919,0,0,0,0,115.354069608483,259.082168286973,28.5181232507985,55.4585707315045,0,0,0,0,0,0,0,0,0,0,11.5840615633178,7.76586826055219,3.15298044041947,3.69882368097194,84.1946802111214,92.9277350832752,73.2661736422891,81.0366277137299,26.6645242205329,53.5526614309572
1990,1433,1,0.583333333333333,9806.9335662787,10392.0859717964,338.00438884628,644.02640592711,71.9706818527403,120.042965022483,0,0,0,0,0,0,0,0,0,0,0,0,75.5736501313482,156.857837671098,18.5534397563929,33.406056922159,0,0,0,0,0,0,0,0,0,0,2226.82646445032,2447.56442622753,54.8717343693782,109.522699319573,9.19811099308895,16.2363292433489,0,0,85.5582338366158,94.0393393254617,2.74782793946506,5.61102607825094,0.474014159292996,0.853379959507997,0,0,30340.2543525867,33590.7463027097,867.278715945801,1746.65653701052,171.747966240703,304.24538142166,0,0,1165.4911450066,1290.61961073691,46.6418561549419,96.8219217501235,9.83772792234953,17.9675447243783,0,0,0,0,215.41365603029,476.796614314406,49.5868958045603,95.5882388420482,0,0,0,0,0,0,0,0,0,0,194.995594620847,226.975231792026,28.2065242390646,61.3263035156265,11.3772417312287,21.5660646634936,0,0,7.49171993834846,8.72076771506007,1.00438548466621,2.17485146266481,0.395742727013572,0.74671386808913,0,0,618.726745534828,727.502264460565,54.4435837866027,123.274320699807,22.0588970288666,44.2000813222664,0,0,23.7711132129402,27.9520145864963,2.07507535280491,4.69821050016613,0.838801473389486,1.68092865711509,0,0,0,0,147.220105729298,330.92468170505,37.0024793266595,71.9965375567247,0,0,0,0,0,0,0,0,0,0,13.5151621185019,9.05509838331694,3.7640251627857,4.41856738257042,99.756103875776,110.136355798611,85.5182009760883,94.5321417461361,32.0049482329006,64.3226590720302
1990,1433,1,0.666666666666667,9789.24635370431,10361.7279892494,343.423891505008,654.030685974586,72.8313349501834,121.533394940735,0,0,0,0,0,0,0,0,0,0,0,0,81.0483582981067,168.266822225767,20.0001039446039,36.0374075946682,0,0,0,0,0,0,0,0,0,0,2232.11963035011,2450.49964461936,55.1836775681238,109.868793055627,9.20322669875802,16.2321245128545,0,0,85.7616057351542,94.1521151099865,2.82303201916175,5.762377799352,0.48660959206863,0.876673295097319,0,0,30291.5850831773,33497.8992800524,858.644475164982,1721.77924652145,167.399186895502,295.391841113827,0,0,1163.62268718798,1287.05220875448,47.9896626377779,99.6059157102614,10.1238700897357,18.5045427779786,0,0,0,0,227.160008024269,501.823755875091,52.348574162284,100.755429583615,0,0,0,0,0,0,0,0,0,0,195.054150507814,226.775135795609,29.4453921225855,64.0609574436184,11.9180221562329,22.6393471593464,0,0,7.49397179557153,8.71307955958817,1.03480134745478,2.24026115119169,0.406821126176019,0.768584756142395,0,0,616.788152974397,724.34279093403,56.1195107932526,127.119905788284,22.7851986576997,45.7414331064267,0,0,23.6966394895781,27.8306188539067,2.13280743647143,4.83052507203059,0.863035906464343,1.73276631552558,0,0,0,0,180.571470457999,406.21102831927,46.1116497573064,89.7703207440155,0,0,0,0,0,0,0,0,0,0,15.4467611024245,10.3431371190378,4.40276942091319,5.17177660821845,115.758702404193,127.841150650202,97.7877699705993,108.031060930537,37.5658870073762,75.5427897194314
1990,1433,1,0.75,9771.5799095524,10331.5153844908,349.217880412302,664.891476209546,73.8980605822966,123.387913030461,0,0,0,0,0,0,0,0,0,0,0,0,85.9038788346244,178.40315402652,21.301356069558,38.4124441386619,0,0,0,0,0,0,0,0,0,0,2237.9381200123,2454.00509590677,55.5966279992392,110.455538966768,9.24476811781247,16.2972942295445,0,0,85.9851614127255,94.2868001542589,2.89746028610461,5.91274640457008,0.499844235915067,0.901189725152881,0,0,30243.0698226333,33405.4392522031,850.578131486513,1698.48286797946,163.307608902217,287.016992744234,0,0,1161.76014134217,1283.4996760849,49.3098636955505,102.341032354759,10.4176417156722,19.0557275925241,0,0,0,0,236.462508732388,521.29519706099,54.4966584608389,104.708426235945,0,0,0,0,0,0,0,0,0,0,195.130045336863,226.595462891671,30.6958664585792,66.8262193764124,12.4774289200166,23.7499118187607,0,0,7.49688983368519,8.7061760932954,1.06535222263342,2.30603260169504,0.418211042853778,0.791031550900777,0,0,614.808449390114,721.141652498445,57.8310188912003,131.054399595027,23.5445714513419,47.3527842201812,0,0,23.6205863046345,27.7076223318514,2.19070716736881,4.96341016622779,0.887790435482113,1.78574820236877,0,0,0,0,214.928048370302,483.861366152678,55.7306878171979,108.558874835197,0,0,0,0,0,0,0,0,0,0,17.3790251037942,11.6300973133637,5.06986294995235,5.95925302759681,132.203784137745,146.043774870318,110.077174868016,121.535898795479,43.3398224213488,87.1968504645636
